ID,Email,Timestamp,Region,"Overall Score (%)","Voice Score (%)","Data Score (%)","Voice Attempts","Voice Setup OK","Voice Completed","Voice Dropped","CSSR (%)","CDR (%)","Avg Setup Time (ms)","Browsing Requests","Browsing Completed","Streaming Requests","Streaming Completed","HTTP DL Requests","HTTP DL Completed","HTTP UL Requests","HTTP UL Completed","Social Requests","Social Completed","Latency Requests","Latency Completed",Latitude,Longitude,Platform,Model,"OS Version","IP Address","User Agent"
18,Anonymous,"2026-02-11 05:06:50","Addis Ababa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0202667,38.796325,android,"TECNO CK8n",34,196.191.221.224,okhttp/4.12.0
17,Anonymous,"2026-02-10 21:35:41","Addis Ababa",0,0,0,2,2,0,2,100,100,0,20,20,20,20,22,22,23,23,2,2,23,23,9.0165691,38.8921708,android,SM-A536N,36,196.188.228.42,okhttp/4.12.0
16,Anonymous,"2026-02-10 21:29:09","Addis Ababa",0,0,0,2,2,0,2,100,100,0,20,20,20,20,22,22,23,23,2,2,23,23,9.0165732,38.8921745,android,SM-A536N,36,196.188.228.42,okhttp/4.12.0
15,Anonymous,"2026-02-10 21:28:58","Addis Ababa",0,0,0,2,2,0,2,100,100,0,20,20,20,20,22,22,23,23,2,2,23,23,9.0165077,38.8921104,android,SM-A536N,36,196.188.228.42,okhttp/4.12.0
14,Anonymous,"2026-02-10 21:28:48","Addis Ababa",0,0,0,2,2,0,2,100,100,0,20,20,20,20,22,22,23,23,2,2,23,23,9.0165322,38.892144,android,SM-A536N,36,196.188.228.42,okhttp/4.12.0
13,Anonymous,"2026-02-10 21:28:38","Addis Ababa",0,0,0,2,2,0,2,100,100,0,20,20,20,20,22,22,23,23,2,2,23,23,9.0165289,38.8921359,android,SM-A536N,36,196.188.228.42,okhttp/4.12.0
12,Anonymous,"2026-02-10 21:28:27","Addis Ababa",0,0,0,2,2,0,2,100,100,0,20,20,20,20,22,22,23,22,2,2,23,23,9.0165505,38.8921486,android,SM-A536N,36,196.188.228.42,okhttp/4.12.0
11,Anonymous,"2026-02-10 21:28:17","Addis Ababa",0,0,0,2,2,0,2,100,100,0,19,19,19,19,21,21,22,22,2,2,22,22,9.0165436,38.892142,android,SM-A536N,36,196.188.228.42,okhttp/4.12.0
10,Anonymous,"2026-02-10 21:25:41","Addis Ababa",0,0,0,2,2,0,2,100,100,0,19,19,19,19,21,21,22,22,2,2,22,22,9.0165381,38.8921485,android,SM-A536N,36,196.188.228.42,okhttp/4.12.0
9,Anonymous,"2026-02-10 21:23:44",Unknown,0,0,0,2,2,0,2,100,100,0,19,19,19,19,21,21,22,22,2,2,22,22,,,android,auto-sync,unknown,196.188.228.42,okhttp/4.12.0
8,Anonymous,"2026-02-06 07:48:18",Unknown,0,0,0,1,1,0,1,100,100,0,10,10,10,10,12,12,13,13,1,1,13,13,9.0165174,38.8921245,android,SM-A536N,36,196.188.225.73,okhttp/4.12.0
7,Anonymous,"2026-02-03 08:51:56",Unknown,0,0,0,1,1,0,1,100,100,0,7,7,7,7,9,9,10,10,1,1,10,10,9.0023581,38.7667356,android,SM-A536N,36,213.55.119.176,okhttp/4.12.0
6,Anonymous,"2026-02-03 08:51:46",Unknown,0,0,0,1,1,0,1,100,100,0,7,7,7,7,9,9,10,10,1,1,10,10,9.0023268,38.766802,android,SM-A536N,36,213.55.119.176,okhttp/4.12.0
5,Anonymous,"2026-02-03 07:15:08",Unknown,0,0,0,2,2,1,1,100,50,0,4,4,4,4,5,4,5,4,2,1,4,4,9.0023153,38.7667982,android,SM-A536N,36,213.55.119.176,okhttp/4.12.0
4,Anonymous,"2026-02-03 07:12:55",Unknown,0,0,0,2,2,1,1,100,50,0,4,4,4,4,5,4,5,4,2,1,4,4,9.0023263,38.7668071,android,SM-A536N,36,213.55.119.176,okhttp/4.12.0
2,Anonymous,"2026-01-30 15:39:08",Unknown,0,0,0,1,1,1,0,100,0,0,2,2,2,2,3,2,3,2,2,1,2,2,9.0023284,38.7667958,android,SM-A536N,36,196.191.61.138,okhttp/4.12.0
1,Anonymous,"2026-01-30 15:37:34",Unknown,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,3,2,2,1,2,2,,,android,SM-A536N,36,196.191.61.138,okhttp/4.12.0
