ID,Email,Timestamp,Region,Latitude,Longitude,"Network Category","Network Type",Operator,"RSRP (dBm)","RSRQ (dB)","SINR (dB)","RSSI (dBm)","Cell ID",eNB,TAC,PCI,"Data State",Roaming,"Device Model",Platform,"OS Version","IP Address"
382,Anonymous,"2026-02-03 08:23:40",Unknown,9.0023111,38.7667926,5G,"5G NR (NSA)",,-77,-10,,,1,113955,11243,97,,No,,,,
381,Anonymous,"2026-02-03 08:23:30",Unknown,9.0023111,38.7667926,5G,"5G NR (NSA)",,-76,-10,,,1,113955,11243,97,,No,,,,
380,Anonymous,"2026-02-03 08:23:26",Unknown,9.0023111,38.7667926,5G,"5G NR (NSA)",,-79,-10,,,1,113955,11243,415,,No,,,,
379,Anonymous,"2026-02-03 08:23:24",Unknown,9.0023111,38.7667926,5G,"5G NR (NSA)",,-78,-11,,,2,113295,11243,97,,No,,,,
378,Anonymous,"2026-02-03 08:23:20",Unknown,9.0023111,38.7667926,5G,"5G NR (NSA)",,-77,-10,,,1,113955,11243,97,,No,,,,
377,Anonymous,"2026-02-03 08:23:14",Unknown,9.0023111,38.7667926,5G,"5G NR (NSA)",,-79,-11,,,1,113955,11243,97,,No,,,,
376,Anonymous,"2026-02-03 08:23:10",Unknown,9.0023266,38.7668127,5G,"5G NR (NSA)",,-79,-11,,,1,113955,11243,97,,No,,,,
375,Anonymous,"2026-02-03 08:23:00",Unknown,9.0023266,38.7668127,5G,"5G NR (NSA)",,-80,-10,,,1,113955,11243,97,,No,,,,
374,Anonymous,"2026-02-03 08:22:44",Unknown,9.0023266,38.7668127,5G,"5G NR (NSA)",,-79,-10,,,1,113955,11243,97,,No,,,,
373,Anonymous,"2026-02-03 08:22:42",Unknown,9.0023360,38.7667466,5G,"5G NR (NSA)",,-79,-10,,,1,113955,11243,97,,No,,,,
372,Anonymous,"2026-02-03 08:22:30",Unknown,9.0023360,38.7667466,5G,"5G NR (NSA)",,-82,-11,,,1,113955,11243,415,,No,,,,
371,Anonymous,"2026-02-03 08:22:28",Unknown,9.0023360,38.7667466,5G,"5G NR (NSA)",,-75,-9,,,2,113295,11243,97,,No,,,,
370,Anonymous,"2026-02-03 08:22:19",Unknown,9.0023360,38.7667466,4G,"4G LTE",,-79,-8,,,4,113955,11243,97,,No,,,,
369,Anonymous,"2026-02-03 08:22:15",Unknown,9.0023176,38.7668017,4G,"4G LTE",,-79,-8,,,4,113955,11243,97,,No,,,,
368,Anonymous,"2026-02-03 08:21:13",Unknown,9.0023176,38.7668017,4G,"4G LTE",,-78,-9,,,4,113955,11243,97,,No,,,,
367,Anonymous,"2026-02-03 08:20:49",Unknown,9.0023326,38.7668102,4G,"4G LTE",,-78,-9,,,4,113955,11243,97,,No,,,,
366,Anonymous,"2026-02-03 08:20:42",Unknown,9.0023326,38.7668102,4G,"4G LTE",,-79,-9,,,4,113955,11243,97,,No,,,,
365,Anonymous,"2026-02-03 08:20:33",Unknown,9.0023080,38.7667944,4G,"4G LTE",,-79,-9,,,4,113955,11243,97,,No,,,,
364,Anonymous,"2026-02-03 08:20:17",Unknown,9.0023080,38.7667944,4G,"4G LTE",,-78,-9,,,4,113955,11243,97,,No,,,,
363,Anonymous,"2026-02-03 08:20:10",Unknown,9.0023080,38.7667944,4G,"4G LTE",,-77,-9,,,4,113955,11243,97,,No,,,,
362,Anonymous,"2026-02-03 08:20:07",Unknown,9.0023185,38.7668048,4G,"4G LTE",,-77,-9,,,4,113955,11243,97,,No,,,,
361,Anonymous,"2026-02-03 08:19:47",Unknown,9.0023185,38.7668048,4G,"4G LTE",,-78,-9,,,4,113955,11243,97,,No,,,,
360,Anonymous,"2026-02-03 08:19:40",Unknown,9.0023185,38.7668048,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
359,Anonymous,"2026-02-03 08:19:37",Unknown,9.0023197,38.7668106,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
358,Anonymous,"2026-02-03 08:19:21",Unknown,9.0023197,38.7668106,4G,"4G LTE",,-75,-8,,,4,113955,11243,97,,No,,,,
357,Anonymous,"2026-02-03 08:19:14",Unknown,9.0023197,38.7668106,4G,"4G LTE",,-87,-10,,,4,113955,11243,97,,No,,,,
356,Anonymous,"2026-02-03 08:18:47",Unknown,9.0023220,38.7668001,4G,"4G LTE",,-79,-7,,,4,113955,11243,97,,No,,,,
355,Anonymous,"2026-02-03 08:18:40",Unknown,9.0023220,38.7668001,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
354,Anonymous,"2026-02-03 08:18:37",Unknown,9.0023266,38.7668092,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
353,Anonymous,"2026-02-03 08:18:17",Unknown,9.0023266,38.7668092,4G,"4G LTE",,-81,-8,,,4,113955,11243,97,,No,,,,
352,Anonymous,"2026-02-03 08:18:10",Unknown,9.0023266,38.7668092,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
351,Anonymous,"2026-02-03 08:18:07",Unknown,9.0023069,38.7667884,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
350,Anonymous,"2026-02-03 08:17:55",Unknown,9.0023069,38.7667884,4G,"4G LTE",,-79,-7,,,4,113955,11243,97,,No,,,,
349,Anonymous,"2026-02-03 08:17:45",Unknown,9.0023069,38.7667884,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
348,Anonymous,"2026-02-03 08:17:36",Unknown,9.0023069,38.7667884,4G,"4G LTE",,-79,-9,,,4,113955,11243,97,,No,,,,
347,Anonymous,"2026-02-03 08:17:23",Unknown,9.0023141,38.7667969,4G,"4G LTE",,-79,-8,,,4,113955,11243,97,,No,,,,
346,Anonymous,"2026-02-03 08:17:13",Unknown,9.0023141,38.7667969,4G,"4G LTE",,-78,-9,,,4,113955,11243,97,,No,,,,
345,Anonymous,"2026-02-03 08:17:06",Unknown,9.0023141,38.7667969,4G,"4G LTE",,-79,-9,,,4,113955,11243,97,,No,,,,
344,Anonymous,"2026-02-03 08:16:53",Unknown,9.0023155,38.7667958,4G,"4G LTE",,-79,-9,,,4,113955,11243,97,,No,,,,
343,Anonymous,"2026-02-03 08:16:43",Unknown,9.0023155,38.7667958,4G,"4G LTE",,-81,-7,,,4,113955,11243,97,,No,,,,
342,Anonymous,"2026-02-03 08:16:36",Unknown,9.0023155,38.7667958,4G,"4G LTE",,-80,-7,,,4,113955,11243,97,,No,,,,
341,Anonymous,"2026-02-03 08:16:16",Unknown,9.0023282,38.7668014,4G,"4G LTE",,-80,-9,,,4,113955,11243,97,,No,,,,
340,Anonymous,"2026-02-03 08:16:09",Unknown,9.0023282,38.7668014,4G,"4G LTE",,-81,-8,,,4,113955,11243,97,,No,,,,
339,Anonymous,"2026-02-03 08:16:06",Unknown,9.0023213,38.7668028,4G,"4G LTE",,-81,-8,,,4,113955,11243,97,,No,,,,
338,Anonymous,"2026-02-03 08:15:56",Unknown,9.0023213,38.7668028,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
337,Anonymous,"2026-02-03 08:15:46",Unknown,9.0023213,38.7668028,4G,"4G LTE",,-81,-7,,,4,113955,11243,97,,No,,,,
336,Anonymous,"2026-02-03 08:15:39",Unknown,9.0023213,38.7668028,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
335,Anonymous,"2026-02-03 08:15:36",Unknown,9.0023243,38.7668099,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
334,Anonymous,"2026-02-03 08:15:26",Unknown,9.0023243,38.7668099,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
333,Anonymous,"2026-02-03 08:15:09",Unknown,9.0023243,38.7668099,4G,"4G LTE",,-81,-9,,,4,113955,11243,97,,No,,,,
332,Anonymous,"2026-02-03 08:14:46",Unknown,9.0023183,38.7667997,4G,"4G LTE",,-81,-6,,,4,113955,11243,97,,No,,,,
331,Anonymous,"2026-02-03 08:14:39",Unknown,9.0023183,38.7667997,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
330,Anonymous,"2026-02-03 08:14:36",Unknown,9.0023157,38.7668000,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
329,Anonymous,"2026-02-03 08:14:26",Unknown,9.0023157,38.7668000,4G,"4G LTE",,-79,-8,,,4,113955,11243,97,,No,,,,
328,Anonymous,"2026-02-03 08:14:08",Unknown,9.0023157,38.7668000,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
327,Anonymous,"2026-02-03 08:14:04",Unknown,9.0023251,38.7667969,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
326,Anonymous,"2026-02-03 08:13:56",Unknown,9.0023251,38.7667969,4G,"4G LTE",,-82,-8,,,4,113955,11243,97,,No,,,,
325,Anonymous,"2026-02-03 08:13:46",Unknown,9.0023251,38.7667969,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
324,Anonymous,"2026-02-03 08:13:39",Unknown,9.0023251,38.7667969,4G,"4G LTE",,-75,-6,,,4,113955,11243,97,,No,,,,
323,Anonymous,"2026-02-03 08:13:36",Unknown,9.0023124,38.7667986,4G,"4G LTE",,-75,-6,,,4,113955,11243,97,,No,,,,
322,Anonymous,"2026-02-03 08:13:26",Unknown,9.0023124,38.7667986,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
321,Anonymous,"2026-02-03 08:13:10",Unknown,9.0023124,38.7667986,4G,"4G LTE",,-81,-9,,,4,113955,11243,97,,No,,,,
320,Anonymous,"2026-02-03 08:13:09",Unknown,9.0023124,38.7667986,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
319,Anonymous,"2026-02-03 08:12:56",Unknown,9.0023146,38.7667932,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
318,Anonymous,"2026-02-03 08:12:39",Unknown,9.0023146,38.7667932,4G,"4G LTE",,-79,-7,,,4,113955,11243,97,,No,,,,
317,Anonymous,"2026-02-03 08:12:36",Unknown,9.0023103,38.7667954,4G,"4G LTE",,-79,-7,,,4,113955,11243,97,,No,,,,
316,Anonymous,"2026-02-03 08:12:16",Unknown,9.0023103,38.7667954,4G,"4G LTE",,-81,-9,,,4,113955,11243,97,,No,,,,
315,Anonymous,"2026-02-03 08:12:08",Unknown,9.0023103,38.7667954,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
314,Anonymous,"2026-02-03 08:12:06",Unknown,9.0023201,38.7668104,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
313,Anonymous,"2026-02-03 08:11:46",Unknown,9.0023201,38.7668104,4G,"4G LTE",,-81,-7,,,4,113955,11243,97,,No,,,,
312,Anonymous,"2026-02-03 08:11:38",Unknown,9.0023201,38.7668104,4G,"4G LTE",,-78,-5,,,4,113955,11243,97,,No,,,,
311,Anonymous,"2026-02-03 08:11:36",Unknown,9.0023289,38.7668100,4G,"4G LTE",,-78,-5,,,4,113955,11243,97,,No,,,,
310,Anonymous,"2026-02-03 08:11:26",Unknown,9.0023289,38.7668100,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
308,Anonymous,"2026-02-03 08:11:08",Unknown,9.0023306,38.7668099,4G,"4G LTE",,-79,-8,,,4,113955,11243,97,,No,,,,
309,Anonymous,"2026-02-03 08:11:08",Unknown,9.0023289,38.7668100,4G,"4G LTE",,-79,-8,,,4,113955,11243,97,,No,,,,
307,Anonymous,"2026-02-03 08:08:31",Unknown,9.0023306,38.7668099,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
306,Anonymous,"2026-02-03 08:08:08",Unknown,9.0023202,38.7667993,4G,"4G LTE",,-77,-6,,,4,113955,11243,97,,No,,,,
305,Anonymous,"2026-02-03 08:08:00",Unknown,9.0023202,38.7667993,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
304,Anonymous,"2026-02-03 08:07:38",Unknown,9.0023202,38.7668112,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
303,Anonymous,"2026-02-03 08:07:31",Unknown,9.0023202,38.7668112,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
302,Anonymous,"2026-02-03 08:07:18",Unknown,9.0023235,38.7668032,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
301,Anonymous,"2026-02-03 08:07:01",Unknown,9.0023235,38.7668032,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
300,Anonymous,"2026-02-03 08:06:58",Unknown,9.0023248,38.7668066,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
299,Anonymous,"2026-02-03 08:06:38",Unknown,9.0023248,38.7668066,4G,"4G LTE",,-79,-8,,,4,113955,11243,97,,No,,,,
298,Anonymous,"2026-02-03 08:06:31",Unknown,9.0023248,38.7668066,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
297,Anonymous,"2026-02-03 08:06:28",Unknown,9.0023339,38.7668091,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
296,Anonymous,"2026-02-03 08:06:00",Unknown,9.0023339,38.7668091,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
295,Anonymous,"2026-02-03 08:05:58",Unknown,9.0023213,38.7668006,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
294,Anonymous,"2026-02-03 08:05:30",Unknown,9.0023213,38.7668006,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
293,Anonymous,"2026-02-03 08:05:28",Unknown,9.0023245,38.7668052,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
292,Anonymous,"2026-02-03 08:05:08",Unknown,9.0023245,38.7668052,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
291,Anonymous,"2026-02-03 08:05:00",Unknown,9.0023245,38.7668052,4G,"4G LTE",,-77,-6,,,4,113955,11243,97,,No,,,,
290,Anonymous,"2026-02-03 08:04:58",Unknown,9.0023181,38.7668140,4G,"4G LTE",,-77,-6,,,4,113955,11243,97,,No,,,,
289,Anonymous,"2026-02-03 08:04:48",Unknown,9.0023181,38.7668140,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
288,Anonymous,"2026-02-03 08:04:29",Unknown,9.0023181,38.7668140,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
287,Anonymous,"2026-02-03 08:04:28",Unknown,9.0023206,38.7668058,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
286,Anonymous,"2026-02-03 08:04:18",Unknown,9.0023206,38.7668058,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
285,Anonymous,"2026-02-03 08:04:02",Unknown,9.0023206,38.7668058,4G,"4G LTE",,-79,-6,,,4,113955,11243,97,,No,,,,
284,Anonymous,"2026-02-03 08:04:00",Unknown,9.0023206,38.7668058,4G,"4G LTE",,-74,-6,,,4,113955,11243,97,,No,,,,
283,Anonymous,"2026-02-03 08:03:48",Unknown,9.0023172,38.7668029,4G,"4G LTE",,-74,-6,,,4,113955,11243,97,,No,,,,
282,Anonymous,"2026-02-03 08:03:38",Unknown,9.0023172,38.7668029,4G,"4G LTE",,-80,-7,,,4,113955,11243,97,,No,,,,
281,Anonymous,"2026-02-03 08:03:30",Unknown,9.0023172,38.7668029,4G,"4G LTE",,-74,-8,,,4,113955,11243,97,,No,,,,
280,Anonymous,"2026-02-03 08:03:28",Unknown,9.0023189,38.7668006,4G,"4G LTE",,-74,-8,,,4,113955,11243,97,,No,,,,
279,Anonymous,"2026-02-03 08:03:08",Unknown,9.0023189,38.7668006,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
278,Anonymous,"2026-02-03 08:03:00",Unknown,9.0023189,38.7668006,4G,"4G LTE",,-78,-9,,,4,113955,11243,97,,No,,,,
277,Anonymous,"2026-02-03 08:02:30",Unknown,9.0023201,38.7668003,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
276,Anonymous,"2026-02-03 08:02:07",Unknown,9.0023269,38.7668001,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
275,Anonymous,"2026-02-03 08:01:59",Unknown,9.0023269,38.7668001,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
274,Anonymous,"2026-02-03 08:01:47",Unknown,9.0023155,38.7667534,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
273,Anonymous,"2026-02-03 08:01:40",Unknown,9.0023155,38.7667534,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
272,Anonymous,"2026-02-03 08:01:34",Unknown,9.0023155,38.7667534,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
271,Anonymous,"2026-02-03 08:01:22",Unknown,9.0023309,38.7668055,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
270,Anonymous,"2026-02-03 08:01:13",Unknown,9.0023309,38.7668055,4G,"4G LTE",,-78,-9,,,4,113955,11243,97,,No,,,,
269,Anonymous,"2026-02-03 08:01:00",Unknown,9.0023309,38.7668055,4G,"4G LTE",,-76,-8,,,4,113955,11243,97,,No,,,,
268,Anonymous,"2026-02-03 08:00:55",Unknown,9.0023299,38.7668161,4G,"4G LTE",,-76,-8,,,4,113955,11243,97,,No,,,,
267,Anonymous,"2026-02-03 08:00:47",Unknown,9.0023299,38.7668161,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
266,Anonymous,"2026-02-03 08:00:37",Unknown,9.0023299,38.7668161,4G,"4G LTE",,-75,-7,,,4,113955,11243,97,,No,,,,
265,Anonymous,"2026-02-03 08:00:30",Unknown,9.0023299,38.7668161,4G,"4G LTE",,-70,-7,,,4,113955,11243,97,,No,,,,
264,Anonymous,"2026-02-03 08:00:17",Unknown,9.0023221,38.7668101,4G,"4G LTE",,-70,-7,,,4,113955,11243,97,,No,,,,
263,Anonymous,"2026-02-03 08:00:07",Unknown,9.0023221,38.7668101,4G,"4G LTE",,-76,-8,,,4,113955,11243,97,,No,,,,
262,Anonymous,"2026-02-03 07:59:59",Unknown,9.0023221,38.7668101,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
261,Anonymous,"2026-02-03 07:59:47",Unknown,9.0023243,38.7668055,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
260,Anonymous,"2026-02-03 07:59:29",Unknown,9.0023243,38.7668055,4G,"4G LTE",,-79,-7,,,4,113955,11243,97,,No,,,,
259,Anonymous,"2026-02-03 07:59:17",Unknown,9.0023308,38.7668101,4G,"4G LTE",,-79,-7,,,4,113955,11243,97,,No,,,,
258,Anonymous,"2026-02-03 07:59:00",Unknown,9.0023308,38.7668101,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
257,Anonymous,"2026-02-03 07:58:57",Unknown,9.0023170,38.7668020,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
256,Anonymous,"2026-02-03 07:58:47",Unknown,9.0023170,38.7668020,4G,"4G LTE",,-78,-9,,,4,113955,11243,97,,No,,,,
255,Anonymous,"2026-02-03 07:58:37",Unknown,9.0023170,38.7668020,4G,"4G LTE",,-79,-9,,,4,113955,11243,97,,No,,,,
254,Anonymous,"2026-02-03 07:58:30",Unknown,9.0023170,38.7668020,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
253,Anonymous,"2026-02-03 07:58:27",Unknown,9.0023289,38.7668093,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
252,Anonymous,"2026-02-03 07:58:17",Unknown,9.0023289,38.7668093,4G,"4G LTE",,-80,-10,,,4,113955,11243,97,,No,,,,
251,Anonymous,"2026-02-03 07:57:59",Unknown,9.0023289,38.7668093,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
250,Anonymous,"2026-02-03 07:57:57",Unknown,9.0023189,38.7667990,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
249,Anonymous,"2026-02-03 07:57:37",Unknown,9.0023189,38.7667990,4G,"4G LTE",,-78,-9,,,4,113955,11243,97,,No,,,,
248,Anonymous,"2026-02-03 07:57:29",Unknown,9.0023189,38.7667990,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
247,Anonymous,"2026-02-03 07:57:17",Unknown,9.0023259,38.7668106,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
246,Anonymous,"2026-02-03 07:57:07",Unknown,9.0023259,38.7668106,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
245,Anonymous,"2026-02-03 07:56:59",Unknown,9.0023259,38.7668106,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
244,Anonymous,"2026-02-03 07:56:57",Unknown,9.0023198,38.7668030,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
243,Anonymous,"2026-02-03 07:56:47",Unknown,9.0023198,38.7668030,4G,"4G LTE",,-74,-7,,,4,113955,11243,97,,No,,,,
242,Anonymous,"2026-02-03 07:56:29",Unknown,9.0023198,38.7668030,4G,"4G LTE",,-76,-6,,,4,113955,11243,97,,No,,,,
241,Anonymous,"2026-02-03 07:56:27",Unknown,9.0023071,38.7667937,4G,"4G LTE",,-76,-6,,,4,113955,11243,97,,No,,,,
240,Anonymous,"2026-02-03 07:56:17",Unknown,9.0023071,38.7667937,4G,"4G LTE",,-79,-8,,,4,113955,11243,97,,No,,,,
239,Anonymous,"2026-02-03 07:56:06",Unknown,9.0023071,38.7667937,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
238,Anonymous,"2026-02-03 07:55:59",Unknown,9.0023071,38.7667937,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
237,Anonymous,"2026-02-03 07:55:46",Unknown,9.0023176,38.7668026,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
236,Anonymous,"2026-02-03 07:55:36",Unknown,9.0023176,38.7668026,4G,"4G LTE",,-79,-7,,,4,113955,11243,97,,No,,,,
235,Anonymous,"2026-02-03 07:55:29",Unknown,9.0023176,38.7668026,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
234,Anonymous,"2026-02-03 07:55:26",Unknown,9.0023154,38.7667994,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
233,Anonymous,"2026-02-03 07:55:06",Unknown,9.0023154,38.7667994,4G,"4G LTE",,-74,-7,,,4,113955,11243,97,,No,,,,
232,Anonymous,"2026-02-03 07:54:58",Unknown,9.0023154,38.7667994,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
231,Anonymous,"2026-02-03 07:54:46",Unknown,9.0023261,38.7668050,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
230,Anonymous,"2026-02-03 07:54:33",Unknown,9.0023261,38.7668050,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
229,Anonymous,"2026-02-03 07:54:20",Unknown,9.0023139,38.7667946,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
228,Anonymous,"2026-02-03 07:54:10",Unknown,9.0023139,38.7667946,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
227,Anonymous,"2026-02-03 07:54:02",Unknown,9.0023139,38.7667946,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
226,Anonymous,"2026-02-03 07:54:00",Unknown,9.0023200,38.7668060,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
225,Anonymous,"2026-02-03 07:53:50",Unknown,9.0023200,38.7668060,4G,"4G LTE",,-79,-8,,,4,113955,11243,97,,No,,,,
224,Anonymous,"2026-02-03 07:53:33",Unknown,9.0023200,38.7668060,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
223,Anonymous,"2026-02-03 07:53:30",Unknown,9.0023180,38.7668029,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
222,Anonymous,"2026-02-03 07:53:20",Unknown,9.0023180,38.7668029,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
221,Anonymous,"2026-02-03 07:53:10",Unknown,9.0023180,38.7668029,4G,"4G LTE",,-77,-6,,,4,113955,11243,97,,No,,,,
220,Anonymous,"2026-02-03 07:53:02",Unknown,9.0023180,38.7668029,4G,"4G LTE",,-74,-8,,,4,113955,11243,97,,No,,,,
219,Anonymous,"2026-02-03 07:52:56",Unknown,9.0023196,38.7668021,4G,"4G LTE",,-74,-8,,,4,113955,11243,97,,No,,,,
218,Anonymous,"2026-02-03 07:52:40",Unknown,9.0023196,38.7668021,5G,"5G NR (NSA)",,-85,-10,,,2,113295,11243,415,,No,,,,
217,Anonymous,"2026-02-03 07:52:34",Unknown,9.0023196,38.7668021,5G,"5G NR (NSA)",,-83,-14,,,2,113295,11243,97,,No,,,,
216,Anonymous,"2026-02-03 07:52:32",Unknown,9.0023196,38.7668021,5G,"5G NR (NSA)",,-80,-10,,,1,113955,11243,415,,No,,,,
215,Anonymous,"2026-02-03 07:52:30",Unknown,9.0023223,38.7668056,5G,"5G NR (NSA)",,-80,-11,,,2,113295,11243,415,,No,,,,
214,Anonymous,"2026-02-03 07:52:28",Unknown,9.0023223,38.7668056,5G,"5G NR (NSA)",,-75,-8,,,2,113295,11243,415,,No,,,,
213,Anonymous,"2026-02-03 07:52:20",Unknown,9.0023223,38.7668056,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
212,Anonymous,"2026-02-03 07:52:02",Unknown,9.0023223,38.7668056,4G,"4G LTE",,-79,-6,,,4,113955,11243,97,,No,,,,
211,Anonymous,"2026-02-03 07:52:00",Unknown,9.0023303,38.7668061,4G,"4G LTE",,-79,-6,,,4,113955,11243,97,,No,,,,
210,Anonymous,"2026-02-03 07:51:50",Unknown,9.0023303,38.7668061,4G,"4G LTE",,-80,-7,,,4,113955,11243,97,,No,,,,
209,Anonymous,"2026-02-03 07:51:32",Unknown,9.0023303,38.7668061,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
208,Anonymous,"2026-02-03 07:51:30",Unknown,9.0023231,38.7668060,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
207,Anonymous,"2026-02-03 07:51:14",Unknown,9.0023231,38.7668060,4G,"4G LTE",,-80,-6,,,4,113955,11243,97,,No,,,,
206,Anonymous,"2026-02-03 07:51:04",Unknown,9.0023231,38.7668060,4G,"4G LTE",,-75,-6,,,4,113955,11243,97,,No,,,,
205,Anonymous,"2026-02-03 07:50:57",Unknown,9.0023231,38.7668060,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
204,Anonymous,"2026-02-03 07:50:44",Unknown,9.0023165,38.7668013,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
203,Anonymous,"2026-02-03 07:50:34",Unknown,9.0023165,38.7668013,4G,"4G LTE",,-74,-5,,,4,113955,11243,97,,No,,,,
202,Anonymous,"2026-02-03 07:50:27",Unknown,9.0023165,38.7668013,4G,"4G LTE",,-77,-5,,,4,113955,11243,97,,No,,,,
201,Anonymous,"2026-02-03 07:50:24",Unknown,9.0023177,38.7667947,4G,"4G LTE",,-77,-5,,,4,113955,11243,97,,No,,,,
200,Anonymous,"2026-02-03 07:50:04",Unknown,9.0023177,38.7667947,4G,"4G LTE",,-74,-6,,,4,113955,11243,97,,No,,,,
199,Anonymous,"2026-02-03 07:49:57",Unknown,9.0023177,38.7667947,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
