ID,Email,Timestamp,Region,Latitude,Longitude,"Network Category","Network Type",Operator,"RSRP (dBm)","RSRQ (dB)","SINR (dB)","RSSI (dBm)","Cell ID",eNB,TAC,PCI,"Data State",Roaming,"Device Model",Platform,"OS Version","IP Address"
198,Anonymous,"2026-02-03 07:49:54",Unknown,9.0023273,38.7668074,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
197,Anonymous,"2026-02-03 07:49:36",Unknown,9.0023273,38.7668074,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
196,Anonymous,"2026-02-03 07:49:27",Unknown,9.0023273,38.7668074,4G,"4G LTE",,-74,-8,,,4,113955,11243,97,,No,,,,
195,Anonymous,"2026-02-03 07:49:24",Unknown,9.0023175,38.7668030,4G,"4G LTE",,-74,-8,,,4,113955,11243,97,,No,,,,
194,Anonymous,"2026-02-03 07:49:14",Unknown,9.0023175,38.7668030,4G,"4G LTE",,-73,-7,,,4,113955,11243,97,,No,,,,
193,Anonymous,"2026-02-03 07:48:57",Unknown,9.0023175,38.7668030,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
192,Anonymous,"2026-02-03 07:48:54",Unknown,9.0023266,38.7668111,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
191,Anonymous,"2026-02-03 07:48:36",Unknown,9.0023266,38.7668111,4G,"4G LTE",,-76,-6,,,4,113955,11243,97,,No,,,,
190,Anonymous,"2026-02-03 07:48:27",Unknown,9.0023266,38.7668111,4G,"4G LTE",,-75,-6,,,4,113955,11243,97,,No,,,,
189,Anonymous,"2026-02-03 07:48:22",Unknown,9.0023172,38.7667979,4G,"4G LTE",,-75,-6,,,4,113955,11243,97,,No,,,,
188,Anonymous,"2026-02-03 07:48:14",Unknown,9.0023172,38.7667979,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
187,Anonymous,"2026-02-03 07:48:04",Unknown,9.0023172,38.7667979,4G,"4G LTE",,-71,-7,,,4,113955,11243,97,,No,,,,
186,Anonymous,"2026-02-03 07:47:57",Unknown,9.0023172,38.7667979,4G,"4G LTE",,-79,-6,,,4,113955,11243,97,,No,,,,
185,Anonymous,"2026-02-03 07:47:54",Unknown,9.0023145,38.7667954,4G,"4G LTE",,-79,-6,,,4,113955,11243,97,,No,,,,
184,Anonymous,"2026-02-03 07:47:44",Unknown,9.0023145,38.7667954,4G,"4G LTE",,-80,-7,,,4,113955,11243,97,,No,,,,
183,Anonymous,"2026-02-03 07:47:27",Unknown,9.0023145,38.7667954,4G,"4G LTE",,-76,-5,,,4,113955,11243,97,,No,,,,
182,Anonymous,"2026-02-03 07:47:03",Unknown,9.0023221,38.7668049,4G,"4G LTE",,-76,-6,,,4,113955,11243,97,,No,,,,
181,Anonymous,"2026-02-03 07:46:57",Unknown,9.0023221,38.7668049,4G,"4G LTE",,-77,-5,,,4,113955,11243,97,,No,,,,
180,Anonymous,"2026-02-03 07:46:53",Unknown,9.0023184,38.7667965,4G,"4G LTE",,-77,-5,,,4,113955,11243,97,,No,,,,
179,Anonymous,"2026-02-03 07:46:43",Unknown,9.0023184,38.7667965,4G,"4G LTE",,-76,-6,,,4,113955,11243,97,,No,,,,
178,Anonymous,"2026-02-03 07:46:33",Unknown,9.0023184,38.7667965,4G,"4G LTE",,-73,-7,,,4,113955,11243,97,,No,,,,
177,Anonymous,"2026-02-03 07:46:27",Unknown,9.0023184,38.7667965,4G,"4G LTE",,-81,-8,,,4,113955,11243,97,,No,,,,
176,Anonymous,"2026-02-03 07:46:23",Unknown,9.0023136,38.7667954,4G,"4G LTE",,-81,-8,,,4,113955,11243,97,,No,,,,
175,Anonymous,"2026-02-03 07:46:03",Unknown,9.0023136,38.7667954,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
174,Anonymous,"2026-02-03 07:45:57",Unknown,9.0023136,38.7667954,4G,"4G LTE",,-73,-7,,,4,113955,11243,97,,No,,,,
173,Anonymous,"2026-02-03 07:45:53",Unknown,9.0023067,38.7668286,4G,"4G LTE",,-73,-7,,,4,113955,11243,97,,No,,,,
172,Anonymous,"2026-02-03 07:45:46",Unknown,9.0023067,38.7668286,4G,"4G LTE",,-79,-7,,,4,113955,11243,97,,No,,,,
171,Anonymous,"2026-02-03 07:45:28",Unknown,9.0023067,38.7668286,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
170,Anonymous,"2026-02-03 07:37:03",Unknown,9.0023357,38.7668069,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
169,Anonymous,"2026-02-03 07:37:00",Unknown,9.0023270,38.7668146,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
168,Anonymous,"2026-02-03 07:36:38",Unknown,9.0023270,38.7668146,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
167,Anonymous,"2026-02-03 07:36:32",Unknown,9.0023270,38.7668146,4G,"4G LTE",,-80,-7,,,4,113955,11243,97,,No,,,,
166,Anonymous,"2026-02-03 07:36:30",Unknown,9.0023268,38.7668049,4G,"4G LTE",,-80,-7,,,4,113955,11243,97,,No,,,,
165,Anonymous,"2026-02-03 07:36:20",Unknown,9.0023268,38.7668049,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
164,Anonymous,"2026-02-03 07:36:02",Unknown,9.0023268,38.7668049,4G,"4G LTE",,-80,-8,,,4,113955,11243,97,,No,,,,
163,Anonymous,"2026-02-03 07:35:50",Unknown,9.0023150,38.7667971,4G,"4G LTE",,-80,-7,,,4,113955,11243,97,,No,,,,
162,Anonymous,"2026-02-03 07:35:32",Unknown,9.0023150,38.7667971,4G,"4G LTE",,-78,-8,,,4,113955,11243,97,,No,,,,
161,Anonymous,"2026-02-03 07:35:20",Unknown,9.0023250,38.7668140,4G,"4G LTE",,-78,-9,,,4,113955,11243,97,,No,,,,
160,Anonymous,"2026-02-03 07:35:02",Unknown,9.0023250,38.7668140,4G,"4G LTE",,-73,-5,,,4,113955,11243,97,,No,,,,
159,Anonymous,"2026-02-03 07:35:00",Unknown,9.0023215,38.7668073,4G,"4G LTE",,-73,-5,,,4,113955,11243,97,,No,,,,
158,Anonymous,"2026-02-03 07:34:40",Unknown,9.0023215,38.7668073,4G,"4G LTE",,-74,-6,,,4,113955,11243,97,,No,,,,
157,Anonymous,"2026-02-03 07:34:32",Unknown,9.0023215,38.7668073,4G,"4G LTE",,-75,-6,,,4,113955,11243,97,,No,,,,
156,Anonymous,"2026-02-03 07:34:29",Unknown,9.0023249,38.7668076,4G,"4G LTE",,-75,-6,,,4,113955,11243,97,,No,,,,
155,Anonymous,"2026-02-03 07:34:02",Unknown,9.0023249,38.7668076,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
154,Anonymous,"2026-02-03 07:34:00",Unknown,9.0023233,38.7668067,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
153,Anonymous,"2026-02-03 07:33:43",Unknown,9.0023233,38.7668067,4G,"4G LTE",,-75,-7,,,4,113955,11243,97,,No,,,,
152,Anonymous,"2026-02-03 07:33:36",Unknown,9.0023233,38.7668067,4G,"4G LTE",,-77,-6,,,4,113955,11243,97,,No,,,,
151,Anonymous,"2026-02-03 07:33:24",Unknown,9.0023227,38.7668061,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
150,Anonymous,"2026-02-03 07:33:02",Unknown,9.0023227,38.7668061,4G,"4G LTE",,-79,-9,,,4,113955,11243,97,,No,,,,
149,Anonymous,"2026-02-03 07:32:00",Unknown,9.0023210,38.7668023,4G,"4G LTE",,-79,-9,,,4,113955,11243,97,,No,,,,
148,Anonymous,"2026-02-03 07:31:50",Unknown,9.0023210,38.7668023,4G,"4G LTE",,-77,-9,,,4,113955,11243,97,,No,,,,
147,Anonymous,"2026-02-03 07:31:44",Unknown,9.0023210,38.7668023,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
146,Anonymous,"2026-02-03 07:31:30",Unknown,9.0023193,38.7667982,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
145,Anonymous,"2026-02-03 07:31:20",Unknown,9.0023193,38.7667982,4G,"4G LTE",,-73,-7,,,4,113955,11243,97,,No,,,,
144,Anonymous,"2026-02-03 07:31:14",Unknown,9.0023193,38.7667982,4G,"4G LTE",,-75,-7,,,4,113955,11243,97,,No,,,,
143,Anonymous,"2026-02-03 07:31:10",Unknown,9.0023180,38.7668029,4G,"4G LTE",,-75,-7,,,4,113955,11243,97,,No,,,,
142,Anonymous,"2026-02-03 07:30:50",Unknown,9.0023180,38.7668029,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
141,Anonymous,"2026-02-03 07:30:44",Unknown,9.0023180,38.7668029,4G,"4G LTE",,-76,-6,,,4,113955,11243,97,,No,,,,
140,Anonymous,"2026-02-03 07:30:40",Unknown,9.0023266,38.7668075,4G,"4G LTE",,-76,-6,,,4,113955,11243,97,,No,,,,
139,Anonymous,"2026-02-03 07:30:30",Unknown,9.0023266,38.7668075,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
138,Anonymous,"2026-02-03 07:30:20",Unknown,9.0023266,38.7668075,4G,"4G LTE",,-72,-6,,,4,113955,11243,97,,No,,,,
137,Anonymous,"2026-02-03 07:30:14",Unknown,9.0023266,38.7668075,4G,"4G LTE",,-75,-7,,,4,113955,11243,97,,No,,,,
136,Anonymous,"2026-02-03 07:30:10",Unknown,9.0023331,38.7668116,4G,"4G LTE",,-75,-7,,,4,113955,11243,97,,No,,,,
135,Anonymous,"2026-02-03 07:30:00",Unknown,9.0023331,38.7668116,4G,"4G LTE",,-71,-6,,,4,113955,11243,97,,No,,,,
134,Anonymous,"2026-02-03 07:29:50",Unknown,9.0023331,38.7668116,4G,"4G LTE",,-75,-7,,,4,113955,11243,97,,No,,,,
133,Anonymous,"2026-02-03 07:29:44",Unknown,9.0023331,38.7668116,4G,"4G LTE",,-76,-6,,,4,113955,11243,97,,No,,,,
132,Anonymous,"2026-02-03 07:29:40",Unknown,9.0023237,38.7668031,4G,"4G LTE",,-76,-6,,,4,113955,11243,97,,No,,,,
131,Anonymous,"2026-02-03 07:29:20",Unknown,9.0023237,38.7668031,4G,"4G LTE",,-74,-6,,,4,113955,11243,97,,No,,,,
130,Anonymous,"2026-02-03 07:29:13",Unknown,9.0023237,38.7668031,4G,"4G LTE",,-75,-7,,,4,113955,11243,97,,No,,,,
129,Anonymous,"2026-02-03 07:29:10",Unknown,9.0023203,38.7668017,4G,"4G LTE",,-75,-7,,,4,113955,11243,97,,No,,,,
128,Anonymous,"2026-02-03 07:29:00",Unknown,9.0023203,38.7668017,4G,"4G LTE",,-73,-5,,,4,113955,11243,97,,No,,,,
127,Anonymous,"2026-02-03 07:28:46",Unknown,9.0023203,38.7668017,4G,"4G LTE",,-77,-8,,,4,113955,11243,97,,No,,,,
126,Anonymous,"2026-02-03 07:28:42",Unknown,9.0023203,38.7668017,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
125,Anonymous,"2026-02-03 07:28:36",Unknown,9.0023287,38.7668080,4G,"4G LTE",,-78,-6,,,4,113955,11243,97,,No,,,,
124,Anonymous,"2026-02-03 07:28:26",Unknown,9.0023287,38.7668080,4G,"4G LTE",,-75,-6,,,4,113955,11243,97,,No,,,,
122,Anonymous,"2026-02-03 07:28:12",Unknown,9.0023287,38.7668080,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
123,Anonymous,"2026-02-03 07:28:12",Unknown,9.0023287,38.7668080,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
121,Anonymous,"2026-02-03 07:20:01",Unknown,9.0023284,38.7668090,4G,"4G LTE",,-76,-7,,,4,113955,11243,97,,No,,,,
120,Anonymous,"2026-02-03 07:18:17",Unknown,9.0023180,38.7668117,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
119,Anonymous,"2026-02-03 07:18:14",Unknown,9.0023255,38.7668060,4G,"4G LTE",,-78,-7,,,4,113955,11243,97,,No,,,,
118,Anonymous,"2026-02-03 07:18:02",Unknown,9.0023255,38.7668060,4G,"4G LTE",,-76,-6,,,4,113955,11243,97,,No,,,,
117,Anonymous,"2026-02-03 07:17:52",Unknown,9.0023255,38.7668060,4G,"4G LTE",,-75,-7,,,4,113955,11243,97,,No,,,,
116,Anonymous,"2026-02-03 07:17:47",Unknown,9.0023255,38.7668060,5G,"5G NR (NSA)",,-80,-11,,,2,113295,11243,415,,No,,,,
115,Anonymous,"2026-02-03 07:17:24",Unknown,9.0023247,38.7668141,5G,"5G NR (NSA)",,-80,-10,,,2,113295,11243,415,,No,,,,
114,Anonymous,"2026-02-03 07:17:17",Unknown,9.0023247,38.7668141,5G,"5G NR (NSA)",,-86,-11,,,2,113295,11243,415,,No,,,,
113,Anonymous,"2026-02-03 07:17:14",Unknown,9.0023329,38.7668112,5G,"5G NR (NSA)",,-86,-11,,,2,113295,11243,415,,No,,,,
112,Anonymous,"2026-02-03 07:17:06",Unknown,9.0023329,38.7668112,5G,"5G NR (NSA)",,-82,-9,,,2,113295,11243,97,,No,,,,
111,Anonymous,"2026-02-03 07:17:04",Unknown,9.0023329,38.7668112,5G,"5G NR (NSA)",,-81,-9,,,1,113955,11243,97,,No,,,,
110,Anonymous,"2026-02-03 07:16:56",Unknown,9.0023329,38.7668112,5G,"5G NR (NSA)",,-89,-15,,,1,113955,11243,97,,No,,,,
109,Anonymous,"2026-02-03 07:16:52",Unknown,9.0023329,38.7668112,5G,"5G NR (NSA)",,-83,-10,,,1,113955,11243,415,,No,,,,
108,Anonymous,"2026-02-03 07:16:48",Unknown,9.0023329,38.7668112,5G,"5G NR (NSA)",,-80,-11,,,2,113295,11243,97,,No,,,,
107,Anonymous,"2026-02-03 07:16:47",Unknown,9.0023329,38.7668112,5G,"5G NR (NSA)",,-84,-11,,,1,113955,11243,415,,No,,,,
106,Anonymous,"2026-02-03 07:16:44",Unknown,9.0023244,38.7668062,5G,"5G NR (NSA)",,-84,-11,,,1,113955,11243,415,,No,,,,
105,Anonymous,"2026-02-03 07:16:40",Unknown,9.0023244,38.7668062,5G,"5G NR (NSA)",,-79,-11,,,2,113295,11243,97,,No,,,,
104,Anonymous,"2026-02-03 07:16:38",Unknown,9.0023244,38.7668062,5G,"5G NR (NSA)",,-75,-7,,,1,113955,11243,415,,No,,,,
103,Anonymous,"2026-02-03 07:16:34",Unknown,9.0023244,38.7668062,4G,"4G LTE",,-79,-6,,,4,113955,11243,97,,No,,,,
102,Anonymous,"2026-02-03 07:16:24",Unknown,9.0023244,38.7668062,4G,"4G LTE",,-75,-6,,,4,113955,11243,97,,No,,,,
101,Anonymous,"2026-02-03 07:16:17",Unknown,9.0023244,38.7668062,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
100,Anonymous,"2026-02-03 07:16:14",Unknown,9.0023215,38.7668091,4G,"4G LTE",,-77,-7,,,4,113955,11243,97,,No,,,,
99,Anonymous,"2026-02-03 07:16:04",Unknown,9.0023215,38.7668091,4G,"4G LTE",,-75,-6,,,4,113955,11243,97,,No,,,,
98,Anonymous,"2026-02-03 07:15:47",Unknown,9.0023215,38.7668091,4G,"4G LTE",,-77,-6,,,4,113955,11243,97,,No,,,,
97,Anonymous,"2026-02-03 07:15:42",Unknown,9.0023183,38.7667998,4G,"4G LTE",,-77,-6,,,4,113955,11243,97,,No,,,,
96,Anonymous,"2026-02-03 07:15:34",Unknown,9.0023183,38.7667998,4G,"4G LTE",,-101,-17,,,5,113295,11243,415,,No,,,,
95,Anonymous,"2026-02-03 07:15:24",Unknown,9.0023183,38.7667998,4G,"4G LTE",,-102,-18,,,5,113295,11243,415,,No,,,,
94,Anonymous,"2026-02-03 07:15:17",Unknown,9.0023183,38.7667998,4G,"4G LTE",,-98,-15,,,5,113295,11243,415,,No,,,,
93,Anonymous,"2026-02-03 07:15:04",Unknown,9.0023149,38.7667965,4G,"4G LTE",,-98,-14,,,5,113295,11243,415,,No,,,,
92,Anonymous,"2026-02-03 07:14:47",Unknown,9.0023149,38.7667965,4G,"4G LTE",,-99,-15,,,5,113295,11243,415,,No,,,,
91,Anonymous,"2026-02-03 07:14:44",Unknown,9.0023142,38.7667993,4G,"4G LTE",,-99,-15,,,5,113295,11243,415,,No,,,,
90,Anonymous,"2026-02-03 07:14:34",Unknown,9.0023142,38.7667993,4G,"4G LTE",,-100,-17,,,5,113295,11243,415,,No,,,,
89,Anonymous,"2026-02-03 07:14:23",Unknown,9.0023142,38.7667993,4G,"4G LTE",,-101,-18,,,5,113295,11243,415,,No,,,,
88,Anonymous,"2026-02-03 07:14:17",Unknown,9.0023142,38.7667993,4G,"4G LTE",,-97,-14,,,5,113295,11243,415,,No,,,,
87,Anonymous,"2026-02-03 07:14:03",Unknown,9.0023172,38.7668105,4G,"4G LTE",,-97,-14,,,5,113295,11243,415,,No,,,,
86,Anonymous,"2026-02-03 07:13:47",Unknown,9.0023172,38.7668105,4G,"4G LTE",,-99,-15,,,5,113295,11243,415,,No,,,,
85,Anonymous,"2026-02-03 07:13:43",Unknown,9.0023143,38.7667980,4G,"4G LTE",,-99,-15,,,5,113295,11243,415,,No,,,,
84,Anonymous,"2026-02-03 07:13:33",Unknown,9.0023143,38.7667980,4G,"4G LTE",,-96,-13,,,5,113295,11243,415,,No,,,,
83,Anonymous,"2026-02-03 07:13:23",Unknown,9.0023143,38.7667980,4G,"4G LTE",,-101,-18,,,5,113295,11243,415,,No,,,,
82,Anonymous,"2026-02-03 07:13:17",Unknown,9.0023143,38.7667980,4G,"4G LTE",,-98,-15,,,5,113295,11243,415,,No,,,,
81,Anonymous,"2026-02-03 07:13:13",Unknown,9.0023132,38.7667923,4G,"4G LTE",,-98,-15,,,5,113295,11243,415,,No,,,,
80,Anonymous,"2026-02-03 07:12:47",Unknown,9.0023132,38.7667923,4G,"4G LTE",,-99,-16,,,5,113295,11243,415,,No,,,,
79,Anonymous,"2026-02-03 07:12:33",Unknown,9.0023246,38.7668027,4G,"4G LTE",,-99,-16,,,5,113295,11243,415,,No,,,,
78,Anonymous,"2026-02-03 07:12:23",Unknown,9.0023246,38.7668027,4G,"4G LTE",,-98,-15,,,5,113295,11243,415,,No,,,,
77,Anonymous,"2026-02-03 07:12:17",Unknown,9.0023246,38.7668027,4G,"4G LTE",,-99,-16,,,5,113295,11243,415,,No,,,,
76,Anonymous,"2026-02-03 07:12:13",Unknown,9.0023183,38.7668025,4G,"4G LTE",,-99,-16,,,5,113295,11243,415,,No,,,,
75,Anonymous,"2026-02-03 07:12:03",Unknown,9.0023183,38.7668025,4G,"4G LTE",,-101,-17,,,5,113295,11243,415,,No,,,,
74,Anonymous,"2026-02-03 07:11:53",Unknown,9.0023183,38.7668025,4G,"4G LTE",,-98,-15,,,5,113295,11243,415,,No,,,,
73,Anonymous,"2026-02-03 07:11:47",Unknown,9.0023183,38.7668025,4G,"4G LTE",,-102,-16,,,5,113295,11243,415,,No,,,,
71,Anonymous,"2026-01-31 11:15:59",Unknown,9.0165824,38.8921737,4G,"4G LTE",,-78,-10,,,144,113052,11206,451,,No,,,,
72,Anonymous,"2026-01-31 11:15:59",Unknown,9.0165824,38.8921737,4G,"4G LTE",,-78,-10,,,144,113052,11206,451,,No,,,,
70,Anonymous,"2026-01-30 22:06:04",Unknown,9.0165812,38.8921554,4G,"4G LTE",,-69,-9,,,144,113052,11206,451,,No,,,,
69,Anonymous,"2026-01-30 19:26:52",Unknown,9.0165782,38.8921671,4G,"4G LTE",,-85,-11,,,144,113052,11206,451,,No,,,,
68,Anonymous,"2026-01-30 19:26:47",Unknown,9.0165782,38.8921671,4G,"4G LTE",,-84,-12,,,144,113052,11206,451,,No,,,,
67,Anonymous,"2026-01-30 19:26:32",Unknown,9.0165628,38.8921600,4G,"4G LTE",,-84,-12,,,144,113052,11206,451,,No,,,,
66,Anonymous,"2026-01-30 19:26:17",Unknown,9.0165628,38.8921600,4G,"4G LTE",,-85,-12,,,144,113052,11206,451,,No,,,,
65,Anonymous,"2026-01-30 19:26:12",Unknown,9.0165782,38.8921700,4G,"4G LTE",,-85,-12,,,144,113052,11206,451,,No,,,,
64,Anonymous,"2026-01-30 19:26:02",Unknown,9.0165782,38.8921700,4G,"4G LTE",,-84,-12,,,144,113052,11206,451,,No,,,,
63,Anonymous,"2026-01-30 19:25:47",Unknown,9.0165782,38.8921700,4G,"4G LTE",,-85,-11,,,144,113052,11206,451,,No,,,,
62,Anonymous,"2026-01-30 19:25:41",Unknown,9.0165611,38.8921535,4G,"4G LTE",,-85,-11,,,144,113052,11206,451,,No,,,,
61,Anonymous,"2026-01-30 19:25:17",Unknown,9.0165611,38.8921535,4G,"4G LTE",,-84,-12,,,144,113052,11206,451,,No,,,,
60,Anonymous,"2026-01-30 19:24:56",Unknown,9.0165762,38.8921670,4G,"4G LTE",,-84,-13,,,144,113052,11206,451,,No,,,,
59,Anonymous,"2026-01-30 19:24:37",Unknown,9.0165274,38.8921318,4G,"4G LTE",,-84,-11,,,144,113052,11206,451,,No,,,,
58,Anonymous,"2026-01-30 19:24:19",Unknown,9.0165274,38.8921318,4G,"4G LTE",,-85,-10,,,144,113052,11206,451,,No,,,,
56,Anonymous,"2026-01-30 19:24:17",Unknown,9.0165274,38.8921318,4G,"4G LTE",,-84,-11,,,144,113052,11206,451,,No,,,,
57,Anonymous,"2026-01-30 19:24:17",Unknown,9.0165274,38.8921318,unknown,unknown,,,,,,,,,,,No,,,,
55,Anonymous,"2026-01-30 18:15:37",Unknown,9.0165277,38.8921287,4G,"4G LTE",,-79,-10,,,7,113052,11206,384,,No,,,,
54,Anonymous,"2026-01-30 18:15:25",Unknown,9.0165277,38.8921287,4G,"4G LTE",,-77,-7,,,7,113052,11206,384,,No,,,,
53,Anonymous,"2026-01-30 16:36:56",Unknown,9.0107168,38.7640207,5G,"5G NR (NSA)",,-78,-11,,,3,111139,11212,409,,No,,,,
52,Anonymous,"2026-01-30 16:36:46",Unknown,9.0107168,38.7640207,5G,"5G NR (NSA)",,-77,-12,,,3,111139,11212,409,,No,,,,
51,Anonymous,"2026-01-30 16:36:38",Unknown,9.0107168,38.7640207,5G,"5G NR (NSA)",,-80,-14,,,3,111139,11212,409,,No,,,,
50,Anonymous,"2026-01-30 16:36:30",Unknown,9.0107168,38.7640207,5G,"5G NR (NSA)",,-79,-13,,,3,111139,11212,409,,No,,,,
48,Anonymous,"2026-01-30 15:50:50",Unknown,9.0023125,38.7667993,5G,"5G NR (NSA)",,-76,-7,,,1,113955,11243,97,,No,,,,
49,Anonymous,"2026-01-30 15:50:50",Unknown,9.0023363,38.7668272,5G,"5G NR (NSA)",,-76,-7,,,1,113955,11243,97,,No,,,,
47,Anonymous,"2026-01-30 15:46:11",Unknown,9.0023125,38.7667993,5G,"5G NR (NSA)",,-82,-6,,,1,113955,11243,97,,No,,,,
46,Anonymous,"2026-01-30 15:46:03",Unknown,9.0023125,38.7667993,5G,"5G NR (NSA)",,-83,-7,,,1,113955,11243,97,,No,,,,
45,Anonymous,"2026-01-30 15:46:01",Unknown,9.0023253,38.7668048,5G,"5G NR (NSA)",,-83,-7,,,1,113955,11243,97,,No,,,,
44,Anonymous,"2026-01-30 15:45:41",Unknown,9.0023253,38.7668048,5G,"5G NR (NSA)",,-82,-7,,,1,113955,11243,97,,No,,,,
43,Anonymous,"2026-01-30 15:45:33",Unknown,9.0023253,38.7668048,4G,"4G LTE",,-82,-8,,,1,113955,11243,97,,No,,,,
42,Anonymous,"2026-01-30 15:45:31",Unknown,9.0023166,38.7668055,4G,"4G LTE",,-82,-8,,,1,113955,11243,97,,No,,,,
41,Anonymous,"2026-01-30 15:45:23",Unknown,9.0023166,38.7668055,4G,"4G LTE",,-80,-7,,,1,113955,11243,97,,No,,,,
40,Anonymous,"2026-01-30 15:45:21",Unknown,9.0023166,38.7668055,4G,"4G LTE",,-81,-7,,,1,113955,11243,97,,No,,,,
39,Anonymous,"2026-01-30 15:45:03",Unknown,9.0023166,38.7668055,5G,"5G NR (NSA)",,-82,-8,,,1,113955,11243,97,,No,,,,
38,Anonymous,"2026-01-30 15:44:41",Unknown,9.0023224,38.7668100,5G,"5G NR (NSA)",,-82,-6,,,1,113955,11243,97,,No,,,,
37,Anonymous,"2026-01-30 15:44:33",Unknown,9.0023224,38.7668100,4G,"4G LTE",,-81,-6,,,1,113955,11243,97,,No,,,,
36,Anonymous,"2026-01-30 15:44:03",Unknown,9.0023221,38.7668011,4G,"4G LTE",,-81,-8,,,1,113955,11243,97,,No,,,,
35,Anonymous,"2026-01-30 15:44:01",Unknown,9.0023073,38.7667959,4G,"4G LTE",,-81,-8,,,1,113955,11243,97,,No,,,,
34,Anonymous,"2026-01-30 15:43:41",Unknown,9.0023073,38.7667959,5G,"5G NR (NSA)",,-83,-8,,,1,113955,11243,97,,No,,,,
33,Anonymous,"2026-01-30 15:43:33",Unknown,9.0023073,38.7667959,4G,"4G LTE",,-81,-6,,,1,113955,11243,97,,No,,,,
32,Anonymous,"2026-01-30 15:43:11",Unknown,9.0023118,38.7668000,4G,"4G LTE",,-81,-7,,,1,113955,11243,97,,No,,,,
31,Anonymous,"2026-01-30 15:43:03",Unknown,9.0023118,38.7668000,5G,"5G NR (NSA)",,-82,-7,,,1,113955,11243,97,,No,,,,
30,Anonymous,"2026-01-30 15:43:01",Unknown,9.0023130,38.7668008,5G,"5G NR (NSA)",,-82,-7,,,1,113955,11243,97,,No,,,,
29,Anonymous,"2026-01-30 15:42:41",Unknown,9.0023130,38.7668008,5G,"5G NR (NSA)",,-83,-8,,,1,113955,11243,97,,No,,,,
28,Anonymous,"2026-01-30 15:42:33",Unknown,9.0023130,38.7668008,5G,"5G NR (NSA)",,-71,-3,,,1,113955,11243,97,,No,,,,
27,Anonymous,"2026-01-30 15:42:31",Unknown,9.0023282,38.7668035,5G,"5G NR (NSA)",,-71,-3,,,1,113955,11243,97,,No,,,,
26,Anonymous,"2026-01-30 15:42:29",Unknown,9.0023282,38.7668035,4G,"4G LTE",,-70,-4,,,4,113955,11243,97,,No,,,,
25,Anonymous,"2026-01-30 15:42:03",Unknown,9.0023282,38.7668035,4G,"4G LTE",,-81,-7,,,1,113955,11243,97,,No,,,,
24,Anonymous,"2026-01-30 15:42:01",Unknown,9.0023083,38.7667919,4G,"4G LTE",,-81,-7,,,1,113955,11243,97,,No,,,,
23,Anonymous,"2026-01-30 15:41:51",Unknown,9.0023083,38.7667919,4G,"4G LTE",,-83,-7,,,1,113955,11243,97,,No,,,,
22,Anonymous,"2026-01-30 15:41:31",Unknown,9.0023083,38.7667919,5G,"5G NR (NSA)",,-82,-9,,,1,113955,11243,97,,No,,,,
21,Anonymous,"2026-01-30 15:41:03",Unknown,9.0023294,38.7668043,5G,"5G NR (NSA)",,-82,-8,,,1,113955,11243,97,,No,,,,
20,Anonymous,"2026-01-30 15:40:56",Unknown,9.0023294,38.7668043,5G,"5G NR (NSA)",,-81,-7,,,1,113955,11243,97,,No,,,,
19,Anonymous,"2026-01-30 15:40:53",Unknown,9.0023356,38.7668056,5G,"5G NR (NSA)",,-81,-7,,,1,113955,11243,97,,No,,,,
17,Anonymous,"2026-01-30 15:40:45",Unknown,9.0023356,38.7668056,5G,"5G NR (NSA)",,-84,-8,,,1,113955,11243,97,,No,,,,
16,Anonymous,"2026-01-30 15:40:43",Unknown,9.0023356,38.7668056,4G,"4G LTE",,-85,-8,,,1,113955,11243,---,,No,,,,
18,Anonymous,"2026-01-30 15:40:30",Unknown,9.0023356,38.7668056,5G,"5G NR (NSA)",,-84,-8,,,1,113955,11243,97,,No,,,,
